,log10_var,log10_left_bound,log10_right_bound
beta,1.2610248339923973,1.2578402394279515,1.5326783301826095
gammam,-0.048759649675659655,-0.2591508074624534,-0.04571217157093092
gammamRNA,0.7402837196818791,0.4590319165417378,0.7443417865618498
gammad,-2.6362000545208906,-3.3010299956639813,-1.8404699498808479
alphaass,-1.7872798455821577,-1.7906035979949366,-1.3369691032382156
alphadiss,0.3021143769562011,-0.12032408337706293,0.30474903088495475
phi0,0.06855689507236315,0.06451674488667494,0.34144061721913177
f1,-2.5787252087896535,-3.0,0.8687329318127126
f2,-2.5057062313346674,-3.0,2.0
f3,1.9334872878487055,1.9286694291691657,2.0
f12,1.916453948549925,-3.0,2.0
f13,-2.8951715963463447,-3.0,0.6758178396602174
f23,0.792951708250132,-3.0,2.0
f123,-2.910801633194851,-3.0,1.7650104687240744
kb1,-2.814457845145625,-3.0,-2.7251270843470246
kb2,-2.259321574772545,-3.0,-1.1570557375511346
kb3,-1.5898979233571393,-1.5926520289755823,-1.2919083496409707
ku1,-1.3005091547277956,-1.3906778965011655,-0.9267344332719617
ku2,1.2757719001649315,0.18491426544203923,3.0
ku3,0.09933527768595779,-0.19178348152439967,0.1021679580788426
bcoop12,-0.15676722190199055,-1.3010299956639813,1.0020676756553348
bcoop23,0.9315595670908052,-1.3010299956639813,1.3010299956639813
bcoop13,-0.16159172150581322,-0.7446636508601883,0.3554679089780399
bcoop123,0.9766250520507275,-1.3010299956639813,1.3010299956639813
ucoop12,-0.769551078621726,-1.3010299956639813,1.3010299956639813
ucoop23,0.6092741724045876,-1.3010299956639813,1.3010299956639813
ucoop13,-1.0592345643687826,-1.3010299956639813,-0.6212948510814533
ucoop123,0.4852954387260888,-1.3010299956639813,1.3010299956639813
