,log10_var,log10_left_bound,log10_right_bound
beta,-0.914709421769935,-1.1139619888668608,-0.455685168989313
gammam,-1.2808345059107866,-1.5259498986227253,-1.0681959648904413
gammamRNA,-0.3065368727804688,-0.7984095337082542,-0.11004597589746865
gammad,-3.2100669190682494,-3.3010299956639813,-1.470502527692264
alphaass,-1.9677842967020185,-2.0,-1.364381690096126
alphadiss,-0.018136109008649624,-0.6092673295860366,0.39155228860092295
phi0,-0.08496970974083916,-0.2832052671309476,0.37699004948475257
f1,-0.8690233083943829,-3.0,2.0
f2,0.39846084960822326,-3.0,2.0
f3,0.4412236742426125,-0.16031835475096917,0.693915930175939
f12,0.24328614608344612,-3.0,2.0
f13,-1.945386945443112,-3.0,1.7418545650930777
f23,1.9657659641826861,1.8154351586263742,2.0
f123,-0.9051796196452001,-3.0,0.1587289324709621
kb1,-2.4922790233143863,-3.0,-2.066740873644957
kb2,0.3386556655787003,0.11368765686294804,1.0103319882841868
kb3,0.07261747654523654,-1.6707328690336525,2.0
ku1,-0.7567138539165539,-1.4706320706129075,-0.24676929757436544
ku2,1.5439439424829065,0.8759935705110304,1.7686088419826143
ku3,-1.5033470607490822,-2.0,0.2425794852639897
bcoop12,-0.13507380846099445,-0.9230051380942628,0.5128558375407035
bcoop23,-0.11002636159600389,-0.33799190092932774,0.5596742142129343
bcoop13,-0.9698052146432488,-1.3010299956639813,-0.5218474876099866
bcoop123,0.9003671286564703,0.11353964086224641,1.3010299956639813
ucoop12,-1.1488028238258394,-1.3010299956639813,-0.6368260431902714
ucoop23,0.28216877830464154,-0.3888353895687786,0.509024596232307
ucoop13,-0.2728655762395113,-0.9998099509107186,0.24049489350244815
ucoop123,-1.0649968485463452,-1.3010299956639813,-0.5520496225554345
