,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.363E+00,9.972E+01,3.373E+02,7.485E+00,7.591E+01,4.344E+02,8.899E+00,6.011E+01,5.307E+02,1.079E+01,4.781E+01,6.313E+02,1.368E+01,3.688E+01,7.387E+02
gammam,1.362E+01,4.029E+01,6.335E+02,1.002E+01,5.226E+01,5.899E+02,7.546E+00,6.623E+01,5.372E+02,5.677E+00,8.486E+01,4.727E+02,4.227E+00,1.141E+02,3.901E+02
gammamRNA,1.328E+01,3.808E+01,7.266E+02,1.056E+01,4.898E+01,6.207E+02,8.746E+00,6.144E+01,5.212E+02,7.373E+00,7.762E+01,4.257E+02,6.278E+00,1.024E+02,3.287E+02
gammad,1.418E+01,3.034E+01,1.052E+03,1.208E+01,3.790E+01,8.478E+02,1.055E+01,4.704E+01,6.690E+02,9.321E+00,5.972E+01,5.107E+02,8.269E+00,8.057E+01,3.650E+02
alphaass,4.176E+00,1.156E+02,3.863E+02,5.610E+00,8.580E+01,4.697E+02,7.455E+00,6.692E+01,5.347E+02,9.890E+00,5.283E+01,5.878E+02,1.341E+01,4.085E+01,6.316E+02
alphadiss,1.348E+01,4.064E+01,6.323E+02,9.962E+00,5.251E+01,5.890E+02,7.517E+00,6.645E+01,5.364E+02,5.659E+00,8.511E+01,4.719E+02,4.214E+00,1.145E+02,3.892E+02
phi0,6.259E+00,1.031E+02,3.267E+02,7.349E+00,7.801E+01,4.238E+02,8.714E+00,6.173E+01,5.192E+02,1.052E+01,4.922E+01,6.185E+02,1.320E+01,3.831E+01,7.242E+02
f1,9.914E+00,5.272E+01,5.882E+02,9.915E+00,5.272E+01,5.882E+02,9.917E+00,5.271E+01,5.882E+02,9.933E+00,5.260E+01,5.883E+02,1.004E+01,5.191E+01,5.889E+02
f2,9.858E+00,5.309E+01,5.879E+02,9.876E+00,5.297E+01,5.880E+02,9.939E+00,5.256E+01,5.883E+02,1.017E+01,5.114E+01,5.896E+02,1.107E+01,4.616E+01,5.940E+02
f12,9.392E+00,8.624E+01,3.707E+02,9.709E+00,6.128E+01,5.126E+02,1.014E+01,4.610E+01,6.625E+02,1.078E+01,3.524E+01,8.285E+02,1.186E+01,2.653E+01,1.016E+03
kb1,9.186E+00,1.069E+02,4.328E+02,9.485E+00,7.331E+01,5.206E+02,9.900E+00,5.319E+01,5.865E+02,1.052E+01,3.925E+01,6.390E+02,1.160E+01,2.854E+01,6.819E+02
kb2,1.002E+01,4.734E+01,5.926E+02,,,,,,,,,,2.078E+00,2.242E+00,6.289E+02
ku1,1.155E+01,2.885E+01,6.807E+02,1.050E+01,3.960E+01,6.377E+02,9.887E+00,5.363E+01,5.850E+02,9.476E+00,7.393E+01,5.188E+02,9.180E+00,1.080E+02,4.304E+02
ku2,,,,,,,,,,,,,9.816E+00,5.925E+01,5.827E+02
bcoop,9.136E+00,1.168E+02,4.110E+02,9.343E+00,8.547E+01,4.858E+02,9.604E+00,6.580E+01,5.438E+02,9.944E+00,5.180E+01,5.915E+02,1.041E+01,4.112E+01,6.318E+02
ucoop,1.161E+01,2.846E+01,6.824E+02,1.053E+01,3.911E+01,6.397E+02,9.907E+00,5.294E+01,5.874E+02,9.491E+00,7.286E+01,5.219E+02,9.191E+00,1.059E+02,4.349E+02
