,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.328E-01,4.778E+01,3.504E+02,5.269E-01,3.281E+01,6.344E+02,8.369E-01,2.402E+01,1.071E+03,1.344E+00,1.776E+01,1.756E+03,2.245E+00,1.264E+01,2.835E+03
gammam,2.303E+00,1.242E+01,2.859E+03,1.369E+00,1.756E+01,1.776E+03,8.480E-01,2.382E+01,1.083E+03,5.317E-01,3.260E+01,6.407E+02,3.344E-01,4.755E+01,3.531E+02
gammamRNA,2.276E+00,1.252E+01,2.869E+03,1.356E+00,1.765E+01,1.772E+03,8.415E-01,2.393E+01,1.077E+03,5.282E-01,3.275E+01,6.361E+02,3.325E-01,4.781E+01,3.500E+02
gammad,4.401E-01,3.753E+01,5.102E+02,4.400E-01,3.757E+01,5.073E+02,4.399E-01,3.765E+01,5.005E+02,4.395E-01,3.787E+01,4.848E+02,4.386E-01,3.840E+01,4.506E+02
alphaass,3.359E-01,4.735E+01,3.553E+02,5.321E-01,3.258E+01,6.413E+02,8.455E-01,2.386E+01,1.080E+03,1.359E+00,1.764E+01,1.764E+03,2.274E+00,1.253E+01,2.830E+03
alphadiss,2.272E+00,1.254E+01,2.827E+03,1.359E+00,1.764E+01,1.763E+03,8.461E-01,2.386E+01,1.081E+03,5.328E-01,3.255E+01,6.423E+02,3.365E-01,4.726E+01,3.563E+02
phi0,3.407E-01,4.671E+01,3.625E+02,5.385E-01,3.230E+01,6.509E+02,8.538E-01,2.371E+01,1.094E+03,1.370E+00,1.754E+01,1.789E+03,2.288E+00,1.247E+01,2.882E+03
f1,4.401E-01,3.754E+01,5.092E+02,4.402E-01,3.751E+01,5.093E+02,4.407E-01,3.735E+01,5.095E+02,4.446E-01,3.623E+01,5.115E+02,4.732E-01,2.912E+01,5.242E+02
f2,4.395E-01,3.770E+01,5.089E+02,4.397E-01,3.766E+01,5.090E+02,4.405E-01,3.743E+01,5.094E+02,4.454E-01,3.599E+01,5.119E+02,4.794E-01,2.782E+01,5.266E+02
f12,4.398E-01,4.691E+01,3.549E+02,4.403E-01,3.320E+01,6.308E+02,4.409E-01,2.529E+01,1.050E+03,4.416E-01,1.995E+01,1.699E+03,4.426E-01,1.605E+01,2.709E+03
kb1,4.401E-01,3.855E+01,5.069E+02,4.402E-01,1.486E+01,5.606E+02,4.406E-01,6.434E+00,5.774E+02,4.419E-01,2.911E+00,5.829E+02,4.468E-01,1.335E+00,5.847E+02
kb2,4.380E-01,1.827E+01,5.378E+02,4.193E-01,5.350E+00,5.525E+02,3.306E-01,2.207E+00,5.547E+02,1.668E-01,1.530E+00,5.550E+02,6.495E-02,1.420E+00,5.550E+02
ku1,2.213E-01,3.955E-01,5.856E+02,,,,4.437E-01,1.923E+00,5.841E+02,4.406E-01,6.314E+00,5.777E+02,4.401E-01,2.307E+01,5.423E+02
ku2,4.265E-01,6.813E+00,5.512E+02,4.344E-01,1.111E+01,5.468E+02,4.382E-01,1.891E+01,5.369E+02,4.399E-01,3.399E+01,5.147E+02,4.407E-01,6.734E+01,4.620E+02
bcoop,4.395E-01,5.525E+01,4.624E+02,4.408E-01,2.768E+01,5.378E+02,4.432E-01,1.544E+01,5.751E+02,4.478E-01,9.002E+00,5.947E+02,4.570E-01,5.323E+00,6.051E+02
ucoop,4.441E-01,1.350E+01,5.811E+02,4.420E-01,1.940E+01,5.630E+02,4.407E-01,2.859E+01,5.351E+02,4.398E-01,4.406E+01,4.913E+02,4.392E-01,7.434E+01,4.181E+02
