,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.186E-01,3.834E+01,2.895E+02,7.280E-01,2.556E+01,4.732E+02,1.024E+00,1.834E+01,7.098E+02,1.460E+00,1.340E+01,1.020E+03,2.167E+00,9.514E+00,1.428E+03
gammam,2.133E+00,9.777E+00,1.178E+03,1.430E+00,1.377E+01,9.090E+02,9.957E-01,1.890E+01,6.694E+02,7.005E-01,2.648E+01,4.632E+02,4.934E-01,4.020E+01,2.879E+02
gammamRNA,2.154E+00,9.564E+00,1.422E+03,1.456E+00,1.343E+01,1.018E+03,1.025E+00,1.834E+01,7.102E+02,7.302E-01,2.548E+01,4.751E+02,5.215E-01,3.804E+01,2.922E+02
gammad,8.524E-01,2.119E+01,7.164E+02,8.489E-01,2.160E+01,6.305E+02,8.421E-01,2.245E+01,5.099E+02,8.292E-01,2.432E+01,3.662E+02,8.050E-01,2.910E+01,2.213E+02
alphaass,5.039E-01,3.904E+01,2.977E+02,7.132E-01,2.599E+01,4.730E+02,1.011E+00,1.864E+01,6.790E+02,1.449E+00,1.362E+01,9.179E+02,2.158E+00,9.678E+00,1.186E+03
alphadiss,2.169E+00,9.637E+00,1.189E+03,1.453E+00,1.358E+01,9.200E+02,1.013E+00,1.861E+01,6.802E+02,7.137E-01,2.598E+01,4.733E+02,5.036E-01,3.906E+01,2.975E+02
phi0,5.147E-01,3.876E+01,2.858E+02,7.243E-01,2.570E+01,4.702E+02,1.022E+00,1.838E+01,7.079E+02,1.460E+00,1.340E+01,1.020E+03,2.175E+00,9.484E+00,1.432E+03
f1,8.459E-01,2.197E+01,5.699E+02,8.470E-01,2.192E+01,5.699E+02,8.516E-01,2.172E+01,5.702E+02,8.717E-01,2.090E+01,5.713E+02,9.692E-01,1.754E+01,5.757E+02
f2,8.451E-01,2.200E+01,5.698E+02,8.455E-01,2.199E+01,5.698E+02,8.478E-01,2.189E+01,5.700E+02,8.602E-01,2.137E+01,5.706E+02,9.362E-01,1.857E+01,5.743E+02
f12,8.403E-01,3.121E+01,3.640E+02,8.486E-01,1.926E+01,6.783E+02,8.600E-01,1.314E+01,1.143E+03,8.757E-01,9.376E+00,1.831E+03,8.983E-01,6.843E+00,2.843E+03
kb1,8.819E-01,5.992E+01,4.850E+02,8.647E-01,3.080E+01,5.500E+02,8.304E-01,1.838E+01,5.776E+02,7.677E-01,1.221E+01,5.900E+02,6.677E-01,8.977E+00,5.957E+02
kb2,8.397E-01,4.214E+01,4.869E+02,8.477E-01,1.930E+01,5.832E+02,8.626E-01,1.026E+01,6.344E+02,8.918E-01,5.807E+00,6.629E+02,9.587E-01,3.304E+00,6.792E+02
ku1,3.907E-02,5.671E+00,6.005E+02,1.249E-01,5.748E+00,6.004E+02,3.468E-01,6.244E+00,5.998E+02,6.763E-01,9.150E+00,5.954E+02,8.516E-01,2.391E+01,5.656E+02
ku2,,,,,,,,,,,,,8.706E-01,8.354E+00,6.464E+02
bcoop,8.329E-01,5.351E+01,4.460E+02,8.414E-01,2.746E+01,5.430E+02,8.543E-01,1.602E+01,6.030E+02,8.747E-01,9.957E+00,6.423E+02,9.086E-01,6.378E+00,6.686E+02
ucoop,9.957E-01,3.635E+00,6.901E+02,9.087E-01,6.367E+00,6.687E+02,8.688E-01,1.114E+01,6.341E+02,8.472E-01,2.069E+01,5.766E+02,8.348E-01,4.423E+01,4.761E+02
