,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.011E-02,3.223E+01,6.552E+02,7.596E-02,1.409E+01,1.155E+03,9.784E-02,6.821E+00,1.810E+03,1.305E-01,3.398E+00,2.687E+03,1.878E-01,1.639E+00,3.865E+03
gammam,2.008E-01,2.020E+00,1.044E+03,1.341E-01,4.403E+00,9.659E+02,9.722E-02,9.131E+00,8.608E+02,7.310E-02,1.912E+01,7.215E+02,5.603E-02,4.313E+01,5.356E+02
gammamRNA,1.880E-01,1.637E+00,3.867E+03,1.305E-01,3.396E+00,2.688E+03,9.784E-02,6.821E+00,1.810E+03,7.595E-02,1.410E+01,1.154E+03,6.008E-02,3.228E+01,6.544E+02
gammad,5.850E-02,2.024E+01,3.628E+03,5.833E-02,2.141E+01,2.646E+03,5.806E-02,2.357E+01,1.798E+03,5.761E-02,2.796E+01,1.116E+03,5.691E-02,3.898E+01,5.945E+02
alphaass,5.100E-02,6.120E+01,4.501E+02,6.010E-02,3.417E+01,5.914E+02,7.118E-02,2.060E+01,7.057E+02,8.491E-02,1.281E+01,8.011E+02,1.023E-01,8.072E+00,8.809E+02
alphadiss,1.998E-01,2.038E+00,1.044E+03,1.590E-01,3.109E+00,1.005E+03,1.185E-01,5.761E+00,9.309E+02,8.529E-02,1.266E+01,8.032E+02,6.080E-02,3.293E+01,6.001E+02
phi0,5.980E-02,3.291E+01,6.453E+02,7.560E-02,1.430E+01,1.143E+03,9.741E-02,6.902E+00,1.798E+03,1.299E-01,3.432E+00,2.673E+03,1.869E-01,1.653E+00,3.850E+03
f1,5.518E-02,4.125E+01,5.471E+02,5.915E-02,4.091E+01,5.474E+02,7.131E-02,4.005E+01,5.480E+02,1.217E-01,3.782E+01,5.497E+02,4.870E-01,3.196E+01,5.538E+02
f2,5.551E-02,4.122E+01,5.471E+02,5.552E-02,4.122E+01,5.471E+02,5.554E-02,4.122E+01,5.471E+02,5.574E-02,4.120E+01,5.471E+02,5.708E-02,4.108E+01,5.472E+02
f12,5.710E-02,2.841E+01,7.180E+02,5.820E-02,1.128E+01,1.340E+03,5.987E-02,5.038E+00,2.205E+03,6.249E-02,2.360E+00,3.424E+03,6.694E-02,1.124E+00,5.147E+03
kb1,1.228E+00,3.522E+01,5.480E+02,4.176E-01,3.952E+01,5.475E+02,1.687E-01,4.072E+01,5.473E+02,7.263E-02,4.106E+01,5.472E+02,3.233E-02,4.116E+01,5.472E+02
kb2,5.713E-02,3.171E+01,5.964E+02,5.911E-02,1.110E+01,7.644E+02,6.237E-02,4.382E+00,8.712E+02,6.821E-02,1.802E+00,9.420E+02,8.076E-02,7.231E-01,9.898E+02
ku1,6.010E-02,4.110E+01,5.472E+02,1.211E-01,4.090E+01,5.472E+02,2.524E-01,4.035E+01,5.473E+02,5.625E-01,3.874E+01,5.476E+02,1.484E+00,3.397E+01,5.482E+02
ku2,8.099E-02,7.152E-01,9.902E+02,6.832E-02,1.781E+00,9.428E+02,6.243E-02,4.325E+00,8.725E+02,5.915E-02,1.092E+01,7.666E+02,5.716E-02,3.104E+01,6.003E+02
bcoop,5.709E-02,2.935E+01,6.105E+02,5.852E-02,9.702E+00,7.826E+02,6.091E-02,3.646E+00,8.892E+02,6.528E-02,1.438E+00,9.581E+02,7.483E-02,5.622E-01,1.003E+03
ucoop,7.473E-02,5.658E-01,1.003E+03,6.525E-02,1.444E+00,9.578E+02,6.090E-02,3.655E+00,8.890E+02,5.851E-02,9.706E+00,7.825E+02,5.709E-02,2.929E+01,6.109E+02
