,log10_var,log10_left_bound,log10_right_bound
beta,1.6201360549737576,1.510542092372013,1.6667578321921974
gammam,-0.5917600346881504,-0.6434995651928972,-0.476181902913121
gammamRNA,-0.7721132953863266,-0.819978048805761,-0.6648173732047327
gammad,-2.30715308072277,-3.3010299956639813,-1.217007835666866
alphaass,-0.33535802444387447,-0.5596945406809306,-0.23841859550306702
alphadiss,2.0827853703164503,1.9884758761406567,2.308506158090137
phi0,-1.6716203965612624,-1.7819354195914632,-1.622049314984442
f1,0.41995574848975786,-3.0,0.5279665859953409
f2,-1.1719849357760233,-3.0,2.0
f3,1.9960736544852753,-3.0,2.0
f12,-2.4881166390211256,-3.0,-0.03806077846174159
f13,0.5877109650189114,-3.0,1.1642117625014259
f23,-1.5466816599529623,-3.0,2.0
f123,1.3710678622717363,1.2558150963719934,1.4644249764657755
kb1,1.4099331233312946,-0.2739378251282134,2.0
kb2,-0.27002571430044436,-1.1044807449879062,2.0
kb3,-1.576754126063192,-1.8185947335485482,-1.4684734835749509
ku1,-0.44733178388780676,-2.0,1.2393022236588642
ku2,2.1931245983544616,-2.0,3.0
ku3,0.287801729930226,0.18502938659351661,0.5288271621336922
bcoop12,0.541579243946581,-0.28975422158084063,1.3010299956639813
bcoop23,-0.018634490921455603,-0.2515696119000784,0.09219670619411821
bcoop13,0.08635983067474821,-0.15480754148178877,0.19549035331049963
bcoop123,-0.7520267336381934,-0.9879265727898991,-0.643760070178899
ucoop12,-0.5316526695878427,-1.3010299956639813,0.30236112143495997
ucoop23,-0.8996294548824371,-1.0093874152523905,-0.6632304904682711
ucoop13,0.6866362692622934,0.5818179310728218,0.931433769625466
ucoop123,-0.3115801779972894,-0.42366629015484425,-0.07535798458987666
