,log10_var,log10_left_bound,log10_right_bound
beta,-0.24565166428898116,-0.4615187446596729,-0.059483403890932665
gammam,-1.4647058799572295,-1.8395335459832962,-0.8954158992707282
gammamRNA,-0.04963514562387693,-0.23691416470048632,0.16767213061856634
gammad,-2.6635402661514704,-3.3010299956639813,-2.387366589153668
alphaass,-0.7055337738384071,-1.8407199760777728,0.0
alphadiss,-1.295849483160201,-2.1379394846454924,-0.14217896766307672
phi0,0.47712125471966244,0.2594055194415671,0.6691157940022864
f1,-2.684029654543082,-3.0,-1.709714892416445
f2,-2.393618634889395,-3.0,2.0
f3,-1.2668027348934305,-3.0,2.0
f12,-0.27572413039921095,-3.0,-0.004592935175867449
f13,-1.7033348097384688,-3.0,1.6491958236868833
f23,1.4683473304121573,-3.0,2.0
f123,0.2576785748691845,-0.0572727717246136,1.2207195188379751
kb1,0.4756711883244297,-0.5527744855645373,2.0
kb2,-1.1817741063860445,-1.7109062512072932,-0.9238764004973319
kb3,-2.54515513999149,-3.0,-1.6086046179815248
ku1,-1.1518108830086013,-2.0,-0.12602167070276526
ku2,2.5224442335063197,2.2618737161460922,3.0
ku3,-0.19246497193114673,-1.128005562630846,0.28453418891403437
bcoop12,1.2855573090077739,0.7525788702521682,1.3010299956639813
bcoop23,0.45178643552429026,-0.02407583778658815,1.3010299956639813
bcoop13,-1.010105436281227,-1.3010299956639813,-0.039609112319860224
bcoop123,-0.4534573365218689,-0.9269061265895332,0.5163081224792945
ucoop12,-0.11350927482751812,-0.368640679694727,0.4197057236194728
ucoop23,-1.0942041196321315,-1.3010299956639813,-0.6217067648569218
ucoop13,0.930949031167523,-0.04118245903447981,1.3010299956639813
ucoop123,-1.0931264652779296,-1.3010299956639813,-0.6208416946624353
