,log10_var,log10_left_bound,log10_right_bound
beta,-0.35852588949590053,-0.4322639843037019,-0.35376474274679204
gammam,-0.2984320149440726,-0.31689976484191584,-0.041967002101510206
gammamRNA,-0.9706162223147904,-0.9825071428871646,-0.8974878859398274
gammad,-1.3477536589966768,-1.3591986375318368,-1.2635320697084191
alphaass,-1.0752040042020878,-1.5845642987626567,-1.037403863429358
alphadiss,-2.8041003475907664,-3.0,-0.9761488221044167
phi0,0.1931245983544616,0.12030600817472362,0.20258016946749524
f1,-0.9871627752948278,-3.0,-0.5700101611667414
f2,-1.3316140833099999,-3.0,1.7299570616067088
f3,-1.0777937225609837,-3.0,-0.13702278978599555
f12,-2.896196279044043,-3.0,2.0
f13,-1.812479279163537,-3.0,-1.4736749682222463
f23,-0.518557371497695,-3.0,0.42098258544773415
f123,1.3979400086720377,1.3249273327468183,1.4120507897187866
kb1,0.7671558660821804,-0.5314828260340398,2.0
kb2,-2.219682687859849,-2.308078008375725,-2.2073203362352594
kb3,-0.14026143380285305,-1.4277023312802795,2.0
ku1,2.2174839442139063,-2.0,3.0
ku2,1.741939077729199,1.7309763655874142,1.8254821858487444
ku3,1.8976270912904414,-2.0,3.0
bcoop12,-0.21324857785443882,-0.3024806472841278,-0.20437585183772933
bcoop23,1.0293837776852097,0.9429035790648295,1.0421171941529646
bcoop13,0.8055008581584001,-0.21073570608794404,1.3010299956639813
bcoop123,-1.0141246426916064,-1.0992996693552801,-1.0005592834824917
ucoop12,0.3344537511509309,0.32487083857193727,0.4212945856189003
ucoop23,-0.9546770212133425,-0.9682064342778205,-0.8709691436339106
ucoop13,-0.7772835288524168,-1.3010299956639813,0.24157720289292678
ucoop123,-0.5654310959658012,-0.5797982619755313,-0.4815861641152446
