,log10_var,log10_left_bound,log10_right_bound
beta,0.667452952889954,0.300157184962724,1.530482163355483
gammam,-0.6989700043360187,-1.6023040456025426,-0.30306902531757063
gammamRNA,0.1931245983544616,-0.670640551786345,0.5618918717627741
gammad,-2.7351821769904636,-3.3010299956639813,-1.5659676241355611
alphaass,-1.173277479831008,-1.9580179970226683,0.0
alphadiss,-0.978810700930062,-3.0,-0.1822714492790241
phi0,0.24054924828259971,-0.12266479001321236,1.0
f1,-1.5114492834995557,-3.0,2.0
f2,-0.8996294548824371,-3.0,2.0
f3,-2.876148359032914,-3.0,-1.138068133401065
f12,1.3729120029701065,-3.0,2.0
f13,-1.0400051616715837,-3.0,1.6645306804014757
f23,-1.0338582672609673,-3.0,0.4504805920141739
f123,0.18184358794477254,-0.20035051490406244,2.0
kb1,-2.258848401148215,-3.0,-0.08367485251489817
kb2,-2.9244530386074694,-3.0,-1.409606644895211
kb3,1.54282542695918,-0.9814594050132551,2.0
ku1,1.6803355134145632,-0.494081464725877,2.5489428024366187
ku2,-0.5543957967264025,-2.0,0.9277594817913453
ku3,-1.320572103387881,-2.0,1.2067938047462405
bcoop12,0.49554433754644844,-0.35712668387959534,1.3010299956639813
bcoop23,0.33845649360460484,-1.1441260152456985,1.3010299956639813
bcoop13,0.8419848045901139,-0.03280053379485852,1.3010299956639813
bcoop123,-0.2798406965940431,-1.1295021055858274,1.3010299956639813
ucoop12,-0.7011469235902934,-1.3010299956639813,0.1552529696063592
ucoop23,-0.43651891460558934,-1.3010299956639813,1.0465062295112122
ucoop13,-0.2740883677049518,-1.3010299956639813,0.5965336964227983
ucoop123,-0.5883802940367698,-1.3010299956639813,0.26406848901181124
